Participant,FirstCardPlayed,Card_1,Card_2,Card_3,Card_4,Card_5,Card_6,Card_7,Card_8,Card_9,Card_10,Card_11,Card_12,Card_13,ScoreOnNextPlay
35220,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35227,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
35230,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
35235,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35240,10,0,0,0,0,0,0,0,0,0,1,0,0,0,3
35242,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35247,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35250,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35251,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35255,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35259,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
35265,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35269,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
35275,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
35278,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35283,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35286,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
35292,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35295,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35302,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35303,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35309,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35313,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
35319,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35322,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35327,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35330,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35336,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
35338,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35343,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35346,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35352,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35356,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35361,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35366,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
35368,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35373,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35378,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35384,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35386,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35394,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35395,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35400,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35404,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35409,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35414,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35415,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
35421,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35425,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35429,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35434,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35435,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35440,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35443,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35444,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35450,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35454,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35460,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35465,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35466,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35472,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35475,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35480,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35485,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
35491,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35494,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35501,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
35503,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35509,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35513,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35519,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35523,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35530,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35533,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35537,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35541,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35546,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35551,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
35557,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35561,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35569,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
35571,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35576,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35580,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35586,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35590,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35595,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35598,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35602,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35607,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35609,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35615,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35619,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35625,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35627,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35635,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
35637,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35641,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35645,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35652,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
35654,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35660,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35664,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35670,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
35672,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35680,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35686,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35690,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35697,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35700,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35707,9,0,0,0,0,0,0,0,0,1,0,0,0,0,3
35709,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35714,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35719,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35721,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35726,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
35732,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35733,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35738,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35744,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35745,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35751,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35753,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35761,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35762,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35768,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
35770,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35776,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35781,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35782,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35787,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35792,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
35794,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35802,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
35805,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35810,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35815,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35820,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
35823,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35832,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35833,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35839,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35842,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35847,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35850,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35854,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
35858,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35863,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
35868,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35870,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35875,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35878,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35886,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
35888,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35893,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
35896,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
35903,4,0,0,0,1,0,0,0,0,0,0,0,0,0,3
35905,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35910,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35913,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
35919,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
35921,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
35928,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1
35930,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
35936,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
35940,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
35946,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
35948,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35957,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
35958,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35966,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
35968,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
35974,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
35977,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
35982,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
35987,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
35989,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
35995,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
35999,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36005,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
36007,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36011,2,0,1,0,0,0,0,0,0,0,0,0,0,0,2
36015,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36021,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36025,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36031,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36034,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36038,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36042,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36047,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36052,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
36054,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36059,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
36064,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36065,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36072,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36073,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
36080,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36083,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36087,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36091,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36096,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36101,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36103,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36108,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36111,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36117,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36121,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36125,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36129,3,0,0,1,0,0,0,0,0,0,0,0,0,0,2
36137,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36139,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36144,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36147,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36148,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
36154,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36158,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36164,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36169,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36170,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36178,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36180,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36186,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36190,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
36195,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36200,9,0,0,0,0,0,0,0,0,1,0,0,0,0,1
36202,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36206,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36210,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36214,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36218,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36223,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36226,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36232,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36235,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36241,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3
36243,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36249,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36253,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36261,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36262,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36269,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36272,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36277,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36282,7,0,0,0,0,0,0,1,0,0,0,0,0,0,3
36284,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36289,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36292,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36293,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36297,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36301,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36307,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36309,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36313,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36318,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36319,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36325,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36329,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36336,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36339,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36344,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36349,11,0,0,0,0,0,0,0,0,0,0,1,0,0,1
36351,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36356,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36359,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36366,13,0,0,0,0,0,0,0,0,0,0,0,0,1,1
36368,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36375,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36378,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36383,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36387,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36391,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36395,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36402,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36405,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36413,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36415,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36423,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36426,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36434,8,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36436,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36441,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36444,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36450,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
36452,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36457,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36462,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36470,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36471,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36478,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36480,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36486,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36490,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36499,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36500,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36506,5,0,0,0,0,1,0,0,0,0,0,0,0,0,2
36509,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36516,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36519,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36523,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36527,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36532,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36537,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36538,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36544,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
36547,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36553,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36556,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36563,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36564,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36569,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36572,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36577,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36582,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36587,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36592,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36598,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36603,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36604,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36608,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36612,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36616,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36621,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36626,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36629,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36633,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36637,13,0,0,0,0,0,0,0,0,0,0,0,0,1,2
36643,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36647,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36652,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36656,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36663,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36666,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36672,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36675,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36683,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1
36685,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36690,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36693,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36694,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36698,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36702,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36707,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36711,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36713,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36717,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36721,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36725,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36729,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36736,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36737,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
36744,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36747,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36753,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36756,4,0,0,0,1,0,0,0,0,0,0,0,0,0,2
36763,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36767,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36773,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1
36775,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36783,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36785,6,0,0,0,0,0,1,0,0,0,0,0,0,0,2
36790,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36793,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36797,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36802,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36803,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36809,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
36811,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36816,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36821,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36826,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36830,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36835,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36839,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36844,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36849,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36854,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36858,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36863,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36869,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
36870,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36875,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36881,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36882,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36888,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
36891,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
36895,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36899,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36903,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36907,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36915,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1
36917,11,0,0,0,0,0,0,0,0,0,0,1,0,0,2
36924,13,0,0,0,0,0,0,0,0,0,0,0,0,1,3
36926,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36932,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0
36936,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36943,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36946,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36952,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36956,12,0,0,0,0,0,0,0,0,0,0,0,1,0,2
36960,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
36964,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36971,12,0,0,0,0,0,0,0,0,0,0,0,1,0,1
36973,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36981,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
36986,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36990,8,0,0,0,0,0,0,0,1,0,0,0,0,0,2
36992,10,0,0,0,0,0,0,0,0,0,1,0,0,0,2
36999,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0
37002,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0
37007,9,0,0,0,0,0,0,0,0,1,0,0,0,0,2
37013,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0
37014,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37018,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
37022,7,0,0,0,0,0,0,1,0,0,0,0,0,0,2
37028,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
37032,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37037,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0
37042,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1
37044,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0
37051,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0
